skillId,name_en,name_ja,description_ja
1134,Brynhild's Hel-Ride,冥府への旅,初めて自分のHPが25%未満になった後、100%の確率で発動 : 自分のPHYを、自分のPHYの500%分アップ
1134,Brynhild's Hel-Ride,冥府への旅,自分のAGIを、自分のAGIの500%分アップ
1134,Brynhild's Hel-Ride,冥府への旅,自分のHPを、自分の最大HPの40%分回復
1138,Blood and Iron speech,鉄血演説,自分がActiveSkillを使用した後、80%の確率で発動 : 中衛の敵を恐怖にすることがある
1138,Blood and Iron speech,鉄血演説,最後尾の敵を恐怖にすることがある
1143,Mine fire,地雷火,自分がActiveSkillを使用した後、40%の確率で発動 : 味方全員のPHYを、自分のAGIの20%分アップ
1147,Buddhist enlightenment,悟り,Battle開始時、100%の確率で発動 : 味方全員のINTを、対象のINT増加分の40%分ダウン
1147,Buddhist enlightenment,悟り,味方全員のAGIを、対象のAGI増加分の40%分ダウン
1147,Buddhist enlightenment,悟り,味方全員のINTを、自分のINTの15%分アップ
1147,Buddhist enlightenment,悟り,味方全員のAGIを、自分のAGIの25%分アップ
1149,AD 3344 years,西暦3344年,自分がActiveSkillを使用した後、40%の確率で発動 : 先頭の敵のINTを、自分のPHYの20%分アップ
1149,AD 3344 years,西暦3344年,自分のINTを、自分のINTの20%-30%分アップ
1152,Takekurabe,たけくらべ,Battle開始時、100%の確率で発動 : 最もMAXHPが高い敵のAGIを、対象のAGIの30%分ダウン
1152,Takekurabe,たけくらべ,先頭の味方のINTを、自分のINTの100%分ダウン
1152,Takekurabe,たけくらべ,先頭の味方のINTを、自分のINTの80%分アップ
1153,Battle against Humbaba,フンババとの戦い,初めて敵全体のパラメータ合計が元の値の150%以上になった後、100%の確率で発動 : 最もPHYの高い敵のHPに、対象のPHY増加分の100%分ダメージ
1153,Battle against Humbaba,フンババとの戦い,最もHPの低い味方のHPを、PHY回復係数の100%分回復
1158,Sistine Madonna,システィーナの聖母,自分がActiveSkillを使用した後、40%の確率で発動 : 味方全員のINTを、自分のAGIの20%分アップ
1161,Dai Nihon Enkai Yochi Zenzu,大日本沿海輿地全図,初めて自分が死亡した後、100%の確率で発動 : 味方全員のINTを、自分のAGIの25%-30%分アップ
1168,Hegemon-King of Western Chu,西楚の覇王,自分がActiveSkillを使用した後、50%の確率で発動 : 味方全員のPHYを、対象のPHY低下分の80%分アップ
1168,Hegemon-King of Western Chu,西楚の覇王,味方全員のINTを、対象のINT低下分の80%分アップ
1168,Hegemon-King of Western Chu,西楚の覇王,最もINTの低い敵のPHYを、対象のPHYの30%分ダウン
1168,Hegemon-King of Western Chu,西楚の覇王,最もINTの低い敵のHPに、敵全体のPHY低下分合計の100%分ダメージ
1170,The Brothers Karamazov,カラマーゾフの兄弟,初めて味方全員の合計HPが75%未満になった後、100%の確率で発動 : 自分のPHYを、自分のINTの100%分ダウン
1170,The Brothers Karamazov,カラマーゾフの兄弟,味方全員のINTを、自分のPHY低下分の60%分アップ
1170,The Brothers Karamazov,カラマーゾフの兄弟,味方全員のAGIを、自分のPHY低下分の30%分アップ
1193,Prevalence of arbitrariness,専横跋扈,敵の誰かがActiveSkillを使用した後、50%の確率で発動 : 最もAGIの高い敵のAGIを、対象のAGI増加分の20%-50%分ダウン
1193,Prevalence of arbitrariness,専横跋扈,最もHPが高い味方に100%の確率でデコイを付与する
1193,Prevalence of arbitrariness,専横跋扈,最もHPの低い敵に100%の確率でデコイを付与する
1193,Prevalence of arbitrariness,専横跋扈,自分を恐怖にすることがある
1196,Queen's Triskelion,女王のトリスケリオン,自分がActiveSkillでダメージを受けた後、80%の確率で発動 : 最もPHYの高い敵のPHYを、対象のPHY増加分の30%分ダウン
1196,Queen's Triskelion,女王のトリスケリオン,最もAGIの高い敵のAGIを、対象のAGI増加分の40%分ダウン
1196,Queen's Triskelion,女王のトリスケリオン,自分のHPを、回復係数の25%分回復
1197,Vogue and Valor,花実兼備,自分がActiveSkillを使用した後、40%の確率で発動 : 自分のPHYを、味方全体のPHY増加分合計の100%分アップ
1197,Vogue and Valor,花実兼備,自分のAGIを、味方全体のAGI増加分合計の100%分アップ
1197,Vogue and Valor,花実兼備,自分をバリアにすることがある
1203,Boston Strong Boy,ボストン・ストロング・ボーイ,自分がActiveSkillでダメージを受けた後、25%の確率で発動 : 自分のCHARGEを、自分のHP減少分の100%-250%分アップ
1204,Sei-i Tai Shōgun,天下の草創,自分がActiveSkillでダメージを受けた後、50%の確率で発動 : 自分のPHYを、自分が受けたダメージの100%分アップ
1204,Sei-i Tai Shōgun,天下の草創,味方全員のCHARGEを、自分のPHY増加分の500%-1185%分アップ
1204,Sei-i Tai Shōgun,天下の草創,最もPHYの高い敵のHPに、自分のPHY増加分の50%分ダメージ
1205,Valse de l'adieu,ワルツ9番 告別,自分がActiveSkillでダメージを受けた後、75%の確率で発動 : 最もMAXHPが高い敵を睡眠にすることがある
1205,Valse de l'adieu,ワルツ9番 告別,最もMAXHPが高い敵のAGIを、対象のAGIの10%分ダウン、対象がデコイ時60%分ダウン
1211,Live Crystal,ライブ・クリスタル,自分がActiveSkillを使用した後、100%の確率で発動 : 自分のAGIを、自分のAGIの5%-8%分アップ
1211,Live Crystal,ライブ・クリスタル,自分のシールドに自分のAGIの100%分付与
1212,Live Metal,ライブ・メタル,自分がActiveSkillを使用した後、50%の確率で発動 : 最もINTが高い味方のINTを、自分のPHYの10%-20%分アップ、対象が睡眠時20%-30%分アップ
1217,One-on-One,タイマン,自分がActiveSkillでダメージを受けた後、50%の確率で発動 : 自分のPHYを、自分のPHY低下分の70%分アップ
1217,One-on-One,タイマン,最もMAXHPが高い敵のHPに、自分のPHYの55%分ダメージ
20400,Aura of the Imaginarios Kaiser,精霊王の神気,味方全員のPHYを、対象のPHY低下分の50%分アップ
20400,Aura of the Imaginarios Kaiser,精霊王の神気,味方全員のINTを、対象のINT低下分の50%分アップ
20400,Aura of the Imaginarios Kaiser,精霊王の神気,味方全員のPHYを、自分のINTの15%-20%分アップ
20400,Aura of the Imaginarios Kaiser,精霊王の神気,味方全員のINTを、自分のPHYの15%-18%分アップ
20401,Demonic Beast's Malice,魔獣の妖気,味方全員のPHYを、対象のPHY低下分の50%分アップ
20401,Demonic Beast's Malice,魔獣の妖気,味方全員のINTを、対象のINT低下分の50%分アップ
20401,Demonic Beast's Malice,魔獣の妖気,味方全員のPHYを、自分のINTの10%-18%分アップ
20401,Demonic Beast's Malice,魔獣の妖気,味方全員のINTを、自分のPHYの10%-17%分アップ
20402,Wisdom Horn Aura,ウィズダムホーンオーラ,味方全員のPHYを、対象のPHY低下分の50%分アップ
20402,Wisdom Horn Aura,ウィズダムホーンオーラ,味方全員のINTを、対象のINT低下分の50%分アップ
20402,Wisdom Horn Aura,ウィズダムホーンオーラ,味方全員のPHYを、自分のINTの8%-16%分アップ
20402,Wisdom Horn Aura,ウィズダムホーンオーラ,味方全員のINTを、自分のPHYの8%-15%分アップ
20403,Elite Horn Aura,エリートホーンオーラ,味方全員のPHYを、対象のPHY低下分の50%分アップ
20403,Elite Horn Aura,エリートホーンオーラ,味方全員のINTを、対象のINT低下分の50%分アップ
20403,Elite Horn Aura,エリートホーンオーラ,味方全員のPHYを、自分のINTの6%-14%分アップ
20403,Elite Horn Aura,エリートホーンオーラ,味方全員のINTを、自分のPHYの6%-13%分アップ
20404,Horn Aura,ホーンオーラ,味方全員のPHYを、対象のPHY低下分の50%分アップ
20404,Horn Aura,ホーンオーラ,味方全員のINTを、対象のINT低下分の50%分アップ
20404,Horn Aura,ホーンオーラ,味方全員のPHYを、自分のINTの4%-12%分アップ
20404,Horn Aura,ホーンオーラ,味方全員のINTを、自分のPHYの4%-11%分アップ
20405,Berry Feast of Renewal,ベリーの饗宴,一番HPの低い味方の呪いを100%の確率で解除する
20405,Berry Feast of Renewal,ベリーの饗宴,一番HPの低い味方のHPを、PHY回復係数の60%分回復 インバース:5
20405,Berry Feast of Renewal,ベリーの饗宴,最もAGIが高い味方のシールドにこのACTIONで自分が与えた回復の150%分付与
20405,Berry Feast of Renewal,ベリーの饗宴,味方全員のシールドにこのACTIONで自分が与えた回復の10%分付与 インバース:50
20406,Noble sweetness,高貴なる甘味,一番HPの低い味方の呪いを100%の確率で解除する
20406,Noble sweetness,高貴なる甘味,一番HPの低い味方のHPを、PHY回復係数の55%分回復 インバース:5
20406,Noble sweetness,高貴なる甘味,最もAGIが高い味方のシールドにこのACTIONで自分が与えた回復の145%分付与
20406,Noble sweetness,高貴なる甘味,味方全員のシールドにこのACTIONで自分が与えた回復の10%分付与 インバース:50
20407,Brave Sweet and sour,ブレイブ甘酸っぱい,一番HPの低い味方の呪いを100%の確率で解除する
20407,Brave Sweet and sour,ブレイブ甘酸っぱい,一番HPの低い味方のHPを、PHY回復係数の50%分回復 インバース:5
20407,Brave Sweet and sour,ブレイブ甘酸っぱい,最もAGIが高い味方のシールドにこのACTIONで自分が与えた回復の140%分付与
20407,Brave Sweet and sour,ブレイブ甘酸っぱい,味方全員のシールドにこのACTIONで自分が与えた回復の10%分付与 インバース:50
20408,Elite Sweet and sour,エリート甘酸っぱい,一番HPの低い味方の呪いを100%の確率で解除する
20408,Elite Sweet and sour,エリート甘酸っぱい,一番HPの低い味方のHPを、PHY回復係数の45%分回復 インバース:5
20408,Elite Sweet and sour,エリート甘酸っぱい,最もAGIが高い味方のシールドにこのACTIONで自分が与えた回復の135%分付与
20408,Elite Sweet and sour,エリート甘酸っぱい,味方全員のシールドにこのACTIONで自分が与えた回復の10%分付与 インバース:50
20409,Sweet and sour,甘酸っぱい,一番HPの低い味方の呪いを100%の確率で解除する
20409,Sweet and sour,甘酸っぱい,一番HPの低い味方のHPを、PHY回復係数の40%分回復 インバース:5
20409,Sweet and sour,甘酸っぱい,最もAGIが高い味方のシールドにこのACTIONで自分が与えた回復の130%分付与
20409,Sweet and sour,甘酸っぱい,味方全員のシールドにこのACTIONで自分が与えた回復の10%分付与 インバース:50
20410,Shin Prepare for Ragnarok,真・プリペアー・ラグナロク,最もAGIの低い味方のAGIを、敵全体のAGI増加分合計の20%-22%分アップ
20410,Shin Prepare for Ragnarok,真・プリペアー・ラグナロク,敵全員のPHYを、対象のPHY増加分の50%分ダウン
20410,Shin Prepare for Ragnarok,真・プリペアー・ラグナロク,敵全員のINTを、対象のINT増加分の50%分ダウン
20411,Shin Creeping Death,真・忍び寄る死の影,最もPHYの低い敵のHPに、自分のPHYの60%-70%分ダメージ
20411,Shin Creeping Death,真・忍び寄る死の影,先頭の味方のHPを、PHY回復係数の30%-45%分回復
20411,Shin Creeping Death,真・忍び寄る死の影,最もAGIが高い味方の恐怖を100%の確率で解除する
20412,Shin Cintāmaṇi,真・チンターマニ,最後尾の敵のHPに、自分のINTの55%-65%分ダメージ
20412,Shin Cintāmaṇi,真・チンターマニ,最後尾の味方のHPを、回復係数の30%-40%分回復
20412,Shin Cintāmaṇi,真・チンターマニ,味方全員の恐怖を85%の確率で解除する
20413,Shin Jötunn Eliminator,真・霜の巨人殺し,最後尾の味方のPHYを、自分のPHYの25%分アップ
20413,Shin Jötunn Eliminator,真・霜の巨人殺し,最後尾の味方のAGIを、自分のPHYの20%分アップ
20413,Shin Jötunn Eliminator,真・霜の巨人殺し,最後尾の敵のHPに、自分のPHYの20%分ダメージ
20413,Shin Jötunn Eliminator,真・霜の巨人殺し,最後尾の味方のHPに、自分のPHYの5%分ダメージ
20396,Enter into a pact with me and become a devilish girl!,僕と契約して悪魔少女になってよ！,味方全員の全異常を50%の確率で解除する インバース:20
20396,Enter into a pact with me and become a devilish girl!,僕と契約して悪魔少女になってよ！,敵全員の全異常を50%の確率で解除する
20396,Enter into a pact with me and become a devilish girl!,僕と契約して悪魔少女になってよ！,最もHPの低い味方のHPを、回復係数の15%-20%分回復
20396,Enter into a pact with me and become a devilish girl!,僕と契約して悪魔少女になってよ！,味方全員のHPを、回復係数の15%-20%分回復 インバース:4
20397,MENTAIKO on KOSHIHIKARI,１億円ぽぴぃ（毎月）,味方全員の全異常を50%の確率で解除する インバース:20
20397,MENTAIKO on KOSHIHIKARI,１億円ぽぴぃ（毎月）,敵全員の全異常を50%の確率で解除する
20397,MENTAIKO on KOSHIHIKARI,１億円ぽぴぃ（毎月）,最もHPの低い味方のHPを、回復係数の15%-20%分回復
20397,MENTAIKO on KOSHIHIKARI,１億円ぽぴぃ（毎月）,味方全員のHPを、回復係数の10%-15%分回復 インバース:4
20398,We reject no one. So take nothing from us.,我々は何ものも拒まない だから我々から何も奪うな,味方全員の全異常を50%の確率で解除する インバース:20
20398,We reject no one. So take nothing from us.,我々は何ものも拒まない だから我々から何も奪うな,敵全員の全異常を50%の確率で解除する
20398,We reject no one. So take nothing from us.,我々は何ものも拒まない だから我々から何も奪うな,最もHPの低い味方のHPを、回復係数の15%-20%分回復
20398,We reject no one. So take nothing from us.,我々は何ものも拒まない だから我々から何も奪うな,味方全員のHPを、回復係数の7%-12%分回復 インバース:4
20399,Remove Curse Spell,解呪のおまじない,味方全員の全異常を50%の確率で解除する インバース:20
20399,Remove Curse Spell,解呪のおまじない,敵全員の全異常を50%の確率で解除する
20399,Remove Curse Spell,解呪のおまじない,最もHPの低い味方のHPを、回復係数の15%-20%分回復
20399,Remove Curse Spell,解呪のおまじない,味方全員のHPを、回復係数の4%-9%分回復 インバース:4
20414,Earthshatter Empress,大地の女帝,先頭の敵のHPに、自分のPHYの45%-50%分ダメージ
20414,Earthshatter Empress,大地の女帝,自分のPHYを、自分のPHYの10%分アップ
20414,Earthshatter Empress,大地の女帝,先頭の敵のHPに、自分のPHY増加分の75%分ダメージ
20414,Earthshatter Empress,大地の女帝,自分のPHYを、自分のPHYの5%分ダウン
20415,Granite Charge,グラナイト・チャージ,先頭の敵のHPに、自分のPHYの40%-45%分ダメージ
20415,Granite Charge,グラナイト・チャージ,自分のPHYを、自分のPHYの10%分アップ
20415,Granite Charge,グラナイト・チャージ,先頭の敵のHPに、自分のPHY増加分の75%分ダメージ
20415,Granite Charge,グラナイト・チャージ,自分のPHYを、自分のPHYの5%分ダウン
20416,Brave Nature Stride,ブレイブナチュレ・ストライド,先頭の敵のHPに、自分のPHYの35%-40%分ダメージ
20416,Brave Nature Stride,ブレイブナチュレ・ストライド,自分のPHYを、自分のPHYの10%分アップ
20416,Brave Nature Stride,ブレイブナチュレ・ストライド,先頭の敵のHPに、自分のPHY増加分の75%分ダメージ
20416,Brave Nature Stride,ブレイブナチュレ・ストライド,自分のPHYを、自分のPHYの5%分ダウン
20417,Elite Nature Stride,エリートナチュレ・ストライド,先頭の敵のHPに、自分のPHYの30%-35%分ダメージ
20417,Elite Nature Stride,エリートナチュレ・ストライド,自分のPHYを、自分のPHYの10%分アップ
20417,Elite Nature Stride,エリートナチュレ・ストライド,先頭の敵のHPに、自分のPHY増加分の75%分ダメージ
20417,Elite Nature Stride,エリートナチュレ・ストライド,自分のPHYを、自分のPHYの5%分ダウン
20418,Nature Stride,ナチュレ・ストライド,先頭の敵のHPに、自分のPHYの25%-30%分ダメージ
20418,Nature Stride,ナチュレ・ストライド,自分のPHYを、自分のPHYの10%分アップ
20418,Nature Stride,ナチュレ・ストライド,先頭の敵のHPに、自分のPHY増加分の75%分ダメージ
20418,Nature Stride,ナチュレ・ストライド,自分のPHYを、自分のPHYの5%分ダウン
20419,Cosmo Nova,コスモ・ノヴァ,先頭の敵のHPに、自分のINTの45%-50%分ダメージ
20419,Cosmo Nova,コスモ・ノヴァ,自分のINTを、自分のINTの10%分アップ
20419,Cosmo Nova,コスモ・ノヴァ,先頭の敵のHPに、自分のINT増加分の75%分ダメージ
20419,Cosmo Nova,コスモ・ノヴァ,自分のINTを、自分のINTの5%分ダウン
20420,Cursed Chant:Pitch-Black,呪詠・漆黒,先頭の敵のHPに、自分のINTの40%-45%分ダメージ
20420,Cursed Chant:Pitch-Black,呪詠・漆黒,自分のINTを、自分のINTの10%分アップ
20420,Cursed Chant:Pitch-Black,呪詠・漆黒,先頭の敵のHPに、自分のINT増加分の75%分ダメージ
20420,Cursed Chant:Pitch-Black,呪詠・漆黒,自分のINTを、自分のINTの5%分ダウン
20421,Wisdom Magic Chant,ウィズダムマジックチャント,先頭の敵のHPに、自分のINTの35%-40%分ダメージ
20421,Wisdom Magic Chant,ウィズダムマジックチャント,自分のINTを、自分のINTの10%分アップ
20421,Wisdom Magic Chant,ウィズダムマジックチャント,先頭の敵のHPに、自分のINT増加分の75%分ダメージ
20421,Wisdom Magic Chant,ウィズダムマジックチャント,自分のINTを、自分のINTの5%分ダウン
20422,Elite Magic Chant,エリートマジックチャント,先頭の敵のHPに、自分のINTの30%-35%分ダメージ
20422,Elite Magic Chant,エリートマジックチャント,自分のINTを、自分のINTの10%分アップ
20422,Elite Magic Chant,エリートマジックチャント,先頭の敵のHPに、自分のINT増加分の75%分ダメージ
20422,Elite Magic Chant,エリートマジックチャント,自分のINTを、自分のINTの5%分ダウン
20423,Magic Chant,マジックチャント,先頭の敵のHPに、自分のINTの25%-30%分ダメージ
20423,Magic Chant,マジックチャント,自分のINTを、自分のINTの10%分アップ
20423,Magic Chant,マジックチャント,先頭の敵のHPに、自分のINT増加分の75%分ダメージ
20423,Magic Chant,マジックチャント,自分のINTを、自分のINTの5%分ダウン
20424,Hollow Gift,ホロウ・ギフト,中衛の敵を気絶にすることがある
20424,Hollow Gift,ホロウ・ギフト,最後尾の敵を気絶にすることがある
20424,Hollow Gift,ホロウ・ギフト,自分のPHYを、固定値の60%分アップ
20424,Hollow Gift,ホロウ・ギフト,敵全員のINTを、対象のINT増加分の45%分ダウン
20424,Hollow Gift,ホロウ・ギフト,敵全員のAGIを、対象のAGI増加分の45%分ダウン
20425,Buried Blast Trap,伏爆の罠,中衛の敵を気絶にすることがある
20425,Buried Blast Trap,伏爆の罠,最後尾の敵を気絶にすることがある
20425,Buried Blast Trap,伏爆の罠,自分のPHYを、固定値の48%分アップ
20425,Buried Blast Trap,伏爆の罠,敵全員のINTを、対象のINT増加分の43%分ダウン
20425,Buried Blast Trap,伏爆の罠,敵全員のAGIを、対象のAGI増加分の43%分ダウン
20426,Brave Knockout Trap,ブレイブノックアウト・トラップ,中衛の敵を気絶にすることがある
20426,Brave Knockout Trap,ブレイブノックアウト・トラップ,最後尾の敵を気絶にすることがある
20426,Brave Knockout Trap,ブレイブノックアウト・トラップ,自分のPHYを、固定値の36%分アップ
20426,Brave Knockout Trap,ブレイブノックアウト・トラップ,敵全員のINTを、対象のINT増加分の41%分ダウン
20426,Brave Knockout Trap,ブレイブノックアウト・トラップ,敵全員のAGIを、対象のAGI増加分の41%分ダウン
20427,Elite Knockout Trap,エリートノックアウト・トラップ,中衛の敵を気絶にすることがある
20427,Elite Knockout Trap,エリートノックアウト・トラップ,最後尾の敵を気絶にすることがある
20427,Elite Knockout Trap,エリートノックアウト・トラップ,自分のPHYを、固定値の24%分アップ
20427,Elite Knockout Trap,エリートノックアウト・トラップ,敵全員のINTを、対象のINT増加分の39%分ダウン
20427,Elite Knockout Trap,エリートノックアウト・トラップ,敵全員のAGIを、対象のAGI増加分の39%分ダウン
20428,Knockout Trap,ノックアウト・トラップ,中衛の敵を気絶にすることがある
20428,Knockout Trap,ノックアウト・トラップ,最後尾の敵を気絶にすることがある
20428,Knockout Trap,ノックアウト・トラップ,自分のPHYを、固定値の12%分アップ
20428,Knockout Trap,ノックアウト・トラップ,敵全員のINTを、対象のINT増加分の37%分ダウン
20428,Knockout Trap,ノックアウト・トラップ,敵全員のAGIを、対象のAGI増加分の37%分ダウン
20429,Prismatic Mesmer,虹色の幻惑,中衛の敵を混乱にすることがある
20429,Prismatic Mesmer,虹色の幻惑,最後尾の敵を混乱にすることがある
20429,Prismatic Mesmer,虹色の幻惑,自分のINTを、固定値の60%分アップ
20429,Prismatic Mesmer,虹色の幻惑,敵全員のPHYを、対象のPHY増加分の45%分ダウン
20429,Prismatic Mesmer,虹色の幻惑,敵全員のAGIを、対象のAGI増加分の45%分ダウン
20430,Fur-Tangled Fascination,ふゎしねぃしょん,中衛の敵を混乱にすることがある
20430,Fur-Tangled Fascination,ふゎしねぃしょん,最後尾の敵を混乱にすることがある
20430,Fur-Tangled Fascination,ふゎしねぃしょん,自分のINTを、固定値の48%分アップ
20430,Fur-Tangled Fascination,ふゎしねぃしょん,敵全員のPHYを、対象のPHY増加分の43%分ダウン
20430,Fur-Tangled Fascination,ふゎしねぃしょん,敵全員のAGIを、対象のAGI増加分の43%分ダウン
20431,Wisdom Purrplexing,ウィズダムゴロゴロ惑乱,中衛の敵を混乱にすることがある
20431,Wisdom Purrplexing,ウィズダムゴロゴロ惑乱,最後尾の敵を混乱にすることがある
20431,Wisdom Purrplexing,ウィズダムゴロゴロ惑乱,自分のINTを、固定値の36%分アップ
20431,Wisdom Purrplexing,ウィズダムゴロゴロ惑乱,敵全員のPHYを、対象のPHY増加分の41%分ダウン
20431,Wisdom Purrplexing,ウィズダムゴロゴロ惑乱,敵全員のAGIを、対象のAGI増加分の41%分ダウン
20432,Elite Purrplexing,エリートゴロゴロ惑乱,中衛の敵を混乱にすることがある
20432,Elite Purrplexing,エリートゴロゴロ惑乱,最後尾の敵を混乱にすることがある
20432,Elite Purrplexing,エリートゴロゴロ惑乱,自分のINTを、固定値の24%分アップ
20432,Elite Purrplexing,エリートゴロゴロ惑乱,敵全員のPHYを、対象のPHY増加分の39%分ダウン
20432,Elite Purrplexing,エリートゴロゴロ惑乱,敵全員のAGIを、対象のAGI増加分の39%分ダウン
20433,Purrplexing,ゴロゴロ惑乱,中衛の敵を混乱にすることがある
20433,Purrplexing,ゴロゴロ惑乱,最後尾の敵を混乱にすることがある
20433,Purrplexing,ゴロゴロ惑乱,自分のINTを、固定値の12%分アップ
20433,Purrplexing,ゴロゴロ惑乱,敵全員のPHYを、対象のPHY増加分の37%分ダウン
20433,Purrplexing,ゴロゴロ惑乱,敵全員のAGIを、対象のAGI増加分の37%分ダウン
20434,Heavenfall Intimidation,天降の威圧,敵全員を重力にすることがある
20434,Heavenfall Intimidation,天降の威圧,最後尾の敵のHPに、自分のPHYの40%分ダメージ インバース:4
20434,Heavenfall Intimidation,天降の威圧,最後尾の敵のHPに、自分のINTの40%分ダメージ インバース:4
20435,Abyssal Attraction,アビサル・アトラクション,敵全員を重力にすることがある
20435,Abyssal Attraction,アビサル・アトラクション,最後尾の敵のHPに、自分のPHYの35%-40%分ダメージ インバース:4
20435,Abyssal Attraction,アビサル・アトラクション,最後尾の敵のHPに、自分のINTの35%-40%分ダメージ インバース:4
20436,High Spirit Pressure,高位の霊圧,敵全員を重力にすることがある
20436,High Spirit Pressure,高位の霊圧,最後尾の敵のHPに、自分のPHYの35%分ダメージ インバース:4
20436,High Spirit Pressure,高位の霊圧,最後尾の敵のHPに、自分のINTの35%分ダメージ インバース:4
20437,Low Spirit Pressure,低位の霊圧,敵全員を重力にすることがある
20437,Low Spirit Pressure,低位の霊圧,最後尾の敵のHPに、自分のPHYの30%-35%分ダメージ インバース:4
20437,Low Spirit Pressure,低位の霊圧,最後尾の敵のHPに、自分のINTの30%-35%分ダメージ インバース:4
20438,Heavy air,肩が凝る,敵全員を重力にすることがある
20438,Heavy air,肩が凝る,最後尾の敵のHPに、自分のPHYの30%分ダメージ インバース:4
20438,Heavy air,肩が凝る,最後尾の敵のHPに、自分のINTの30%分ダメージ インバース:4
1169,Emperor Gaozu of Han,龍顔の高祖,自分がActiveSkillでダメージを受けた後、70%の確率で発動 : 敵全員のAGIを、対象のPHY増加分の100%分ダウン
1169,Emperor Gaozu of Han,龍顔の高祖,敵全員のAGIを、対象のINT増加分の100%分ダウン
1169,Emperor Gaozu of Han,龍顔の高祖,自分のCHARGEを、味方全体のAGI低下分合計の200%分アップ
1043,Imperial consort,傾国の美女,Battle開始時、100%の確率で発動 : 最もINTの低い敵のAGIを、自分のINTの130%分ダウン
1043,Imperial consort,傾国の美女,最もINTの低い敵のAGIを、対象のINTの40%分アップ
1072,Show the flag,尽忠報国,自分がActiveSkillを使用した後、0%の確率で発動 : 最後尾の敵のHPに、自分のPHY/INT/AGI増加分合計の60%-70%分ダメージ
1072,Show the flag,尽忠報国,自分のHPを、自分のPHY/INT/AGI増加分合計の60%-70%分回復
1066,Shoot down the gods,神箭手,自分がActiveSkillを使用した後、0%の確率で発動 : 最もPHYの高い敵のPHYを、自分のPHYの30%分ダウン
1066,Shoot down the gods,神箭手,最もPHYの高い敵のAGIを、自分のINTの20%分ダウン
1066,Shoot down the gods,神箭手,最もPHYの高い敵を重力にすることがある
1040,The Tyrant,暴君,自分がActiveSkillでダメージを受けた後、0%の確率で発動 : 自分のINTを、自分が受けたダメージの50%分アップ
1040,The Tyrant,暴君,自分のHPを、自分のINTの40%分回復
1040,The Tyrant,暴君,味方全員のPHYを、自分のINTの30%分ダウン
1015,Kyari Slash,キャリスラッシュ,敵の誰かがActiveSkillを使用した後、0%の確率で発動 : 自分のPHYを、自分のPHY低下分の70%分アップ
1015,Kyari Slash,キャリスラッシュ,先頭の敵のHPに、自分のPHYの70%分ダメージ
1024,Langer's Line,ランゲルライン,自分がActiveSkillを使用した後、100%の確率で発動 : 最後尾の敵のHPに、自分のPHY低下分の80%分ダメージ
1024,Langer's Line,ランゲルライン,最後尾の敵のHPに、自分のPHYの20%分ダメージ
1024,Langer's Line,ランゲルライン,中衛の味方のPHYを、自分のINTの20%分ダウン
1024,Langer's Line,ランゲルライン,自分のAGIを、自分のAGIの5%分アップ
1045,Eureka!Eureka!,ヘウレーカ！ヘウレーカ！,Battle開始時、100%の確率で発動 : 自分のシールドに対象の最大HPの100%分付与
1076,Pull together,大一大万大吉,初めて敵全体のパラメータ合計が元の値の115%以上になった後、100%の確率で発動 : 先頭の味方のPHYを、敵全体のINT増加分合計の20%分アップ
1076,Pull together,大一大万大吉,先頭の敵のINTを、対象のINT増加分の120%-140%分ダウン
1091,On the Origin of Species,種の起源,自分がActiveSkillを使用した後、0%の確率で発動 : 敵全員のPHYを、対象のPHY増加分の85%分ダウン
1091,On the Origin of Species,種の起源,敵全員のAGIを、対象のAGI増加分の85%分ダウン
1213,Mind's Eye Slashing,心眼一閃,状態異常になっている敵がActive Skillを使用した後、100%の確率で発動 : 敵全員のHPに、自分のPHYの35%分ダメージ
1213,Mind's Eye Slashing,心眼一閃,敵全員のHPに、自分のINTの35%分ダメージ
1213,Mind's Eye Slashing,心眼一閃,自分のCHARGEを、敵全体のHP合計の100%分アップ
1213,Mind's Eye Slashing,心眼一閃,自分のCHARGEを、このACTIONで自分が与えたダメージの200%分ダウン
20439,Exquisite Mini Rampart,エクスクイジット・ミニ・ランパート,敵全員のINTを、対象のINT低下分の100%分アップ
20439,Exquisite Mini Rampart,エクスクイジット・ミニ・ランパート,自分のINTを、固定値の200%分アップ
20439,Exquisite Mini Rampart,エクスクイジット・ミニ・ランパート,自分のINTを、自分のINT増加分の100%分ダウン
20439,Exquisite Mini Rampart,エクスクイジット・ミニ・ランパート,最もINTの低い敵のHPに、自分のINTの80%分ダメージ ダイバース:5
20440,Miniature Grand Garden,可憐で雄大な邸園,敵全員のINTを、対象のINT低下分の100%分アップ
20440,Miniature Grand Garden,可憐で雄大な邸園,自分のINTを、固定値の170%分アップ
20440,Miniature Grand Garden,可憐で雄大な邸園,自分のINTを、自分のINT増加分の100%分ダウン
20440,Miniature Grand Garden,可憐で雄大な邸園,最もINTの低い敵のHPに、自分のINTの75%分ダメージ ダイバース:5
20441,Wisdom Miniature Renovation,ウィズダム箱庭リノベーション,敵全員のINTを、対象のINT低下分の100%分アップ
20441,Wisdom Miniature Renovation,ウィズダム箱庭リノベーション,自分のINTを、固定値の150%分アップ
20441,Wisdom Miniature Renovation,ウィズダム箱庭リノベーション,自分のINTを、自分のINT増加分の100%分ダウン
