exec,enemyType,name_en,name_ja,name_zh,param_hp,param_phy,param_int,param_agi,trend_hp,trend_phy,trend_int,trend_agi,actives,passive,image
FALSE,793,Ghost Hanzo Hattori,ゴースト・服部半蔵,Ghost Hanzo Hattori,669,82,258,187,36,14,41,29,2640/2640/3122,1041,789.png
FALSE,794,Ghost Sun Jian,ゴースト・孫堅,Ghost Sun Jian,900,228,55,167,48,37,9,26,2264/2414/3002,1082,547.png
FALSE,795,Ghost Sun Jian,ゴースト・孫堅,Ghost Sun Jian,801,244,55,184,43,40,8,29,2696/2252/3002,1082,547.png
FALSE,796,Ghost Mary Read,ゴースト・メアリ・リード,Ghost Mary Read,846,235,72,161,46,38,11,25,2470/2594/3103,1102,796.png
FALSE,797,Ghost Raffaello Santi,ゴースト・ラファエロ,Ghost Raffaello Santi,612,46,310,286,29,7,44,40,2016/2422/3117,1158,797.png
FALSE,798,Ghost Ono no Komachi,ゴースト・小野小町,Ghost Ono no Komachi,1026,26,276,206,49,4,38,29,2240/2240/3117,1125,434.png
FALSE,799,Ghost Raffaello Santi,ゴースト・ラファエロ,Ghost Raffaello Santi,531,46,334,293,25,7,47,41,2640/2640/3117,1158,797.png
FALSE,800,Ghost Diao Chan,ゴースト・貂蝉,Ghost Diao Chan,633,87,328,160,33,13,50,24,2240/2016/3122,1070,432.png
FALSE,801,Ghost Diao Chan,ゴースト・貂蝉,Ghost Diao Chan,636,97,298,160,34,15,46,25,2240/2016/3122,1070,432.png
FALSE,802,Ghost Diao Chan,ゴースト・貂蝉,Ghost Diao Chan,633,76,318,160,34,12,49,25,2240/2016/3122,1070,432.png
FALSE,803,Ghost Huang Zhong,ゴースト・黄忠,Ghost Huang Zhong,834,234,112,122,45,38,18,19,3129/2040/2470,1066,508.png
FALSE,804,Ghost Sarutobi Sasuke,ゴースト・猿飛佐助,Ghost Sarutobi Sasuke,1038,88,58,258,56,14,9,41,3008/2632/2632,1143,804.png
FALSE,805,Ghost Pocahontas,ゴースト・ポカホンタス,Ghost Pocahontas,780,77,200,213,42,13,31,34,3004/2578/2390,1079,780.png
FALSE,806,Ghost Mary Read,ゴースト・メアリ・リード,Ghost Mary Read,846,315,55,144,43,48,8,21,2004/2470/3002,1102,796.png
FALSE,807,Ghost Mary Read,ゴースト・メアリ・リード,Ghost Mary Read,849,302,55,160,43,46,8,23,2470/2470/3002,1102,796.png
FALSE,808,Ghost Mary Read,ゴースト・メアリ・リード,Ghost Mary Read,801,285,55,193,41,43,8,28,2470/2414/3002,1102,796.png
FALSE,809,Ghost Jiang Ziya,ゴースト・太公望,Ghost Jiang Ziya,777,70,309,108,42,12,49,17,2016/2422/3001,1039,777.png
FALSE,810,Ghost Hanzo Hattori,ゴースト・服部半蔵,Ghost Hanzo Hattori,702,82,267,163,38,14,42,26,2016/2079/3001,1041,789.png
FALSE,811,Ghost Ivan the Terrible,ゴースト・イワン雷帝,Ghost Ivan the Terrible,1011,57,237,115,55,9,38,18,2240/2016/3001,1054,776.png
FALSE,812,Ghost Lakshmi Bai,ゴースト・ラクシュミー・バーイ,Ghost Lakshmi Bai,618,376,57,161,31,57,8,24,2755/2755/3123,1145,431.png
FALSE,813,Ghost Lakshmi Bai,ゴースト・ラクシュミー・バーイ,Ghost Lakshmi Bai,618,376,57,161,31,57,8,24,2755/2755/3123,1145,431.png
FALSE,814,Ghost Lakshmi Bai,ゴースト・ラクシュミー・バーイ,Ghost Lakshmi Bai,720,334,57,169,36,51,8,25,2696/2414/3123,1145,431.png
FALSE,815,Ghost Christopher Columbus,ゴースト・コロンブス,Ghost Christopher Columbus,1089,147,68,154,60,24,11,25,2594/2633/3008,1163,815.png
FALSE,816,Ghost Diao Chan,ゴースト・貂蝉,Ghost Diao Chan,834,77,135,242,46,13,22,39,2288/2633/3008,1070,432.png
FALSE,817,Ghost Mary Read,ゴースト・メアリ・リード,Ghost Mary Read,747,381,55,161,36,55,7,22,2004/2064/3002,1102,796.png
FALSE,818,Ghost Belle Starr,ゴースト・ベル・スター,Ghost Belle Starr,780,71,311,168,39,11,46,24,2079/2640/3125,1131,818.png
FALSE,819,Ghost Belle Starr,ゴースト・ベル・スター,Ghost Belle Starr,882,71,305,160,43,10,44,23,2079/2527/3122,1131,818.png
FALSE,820,Ghost Belle Starr,ゴースト・ベル・スター,Ghost Belle Starr,795,71,281,169,41,11,43,25,2422/2016/3001,1131,818.png
FALSE,821,Ghost Magellan,ゴースト・マゼラン,Ghost Magellan,1047,245,81,208,48,33,11,28,2593/2415/3123,1133,821.png
FALSE,822,Ghost Amakusa Shirō,ゴースト・天草四郎,Ghost Amakusa Shirō,909,83,501,120,37,10,59,14,2767/3004/2586,1046,822.png
FALSE,823,Ghost Amakusa Shirō,ゴースト・天草四郎,Ghost Amakusa Shirō,909,83,501,120,37,10,59,14,2767/3104/2586,1046,822.png
FALSE,824,Ghost Hanzo Hattori,ゴースト・服部半蔵,Ghost Hanzo Hattori,804,82,233,163,44,13,37,26,2240/2016/3122,1041,789.png
FALSE,825,Ghost Lakshmi Bai,ゴースト・ラクシュミー・バーイ,Ghost Lakshmi Bai,765,284,74,137,41,46,12,21,2696/2594/3123,1145,431.png
FALSE,826,Ghost Diao Chan,ゴースト・貂蝉,Ghost Diao Chan,678,77,302,145,37,12,48,23,2422/2079/3122,1070,432.png
FALSE,827,Ghost Emperor Nero,ゴースト・皇帝ネロ,Ghost Emperor Nero,873,180,998,236,21,13,70,16,2277/2705/3125,1040,442.png
FALSE,828,Ghost Robin Hood,ゴースト・ロビンフッド,Ghost Robin Hood,714,61,255,263,35,9,38,38,2382/2527/3001,1095,828.png
FALSE,829,Ghost Emperor Nero,ゴースト・皇帝ネロ,Ghost Emperor Nero,873,170,999,236,21,13,70,16,2277/2705/3125,1040,442.png
FALSE,830,Ghost Anne Bonny,ゴースト・アン・ボニー,Ghost Anne Bonny,801,55,317,261,36,8,42,34,2382/2324/3001,1116,830.png
FALSE,831,Ghost William Shakespeare,ゴースト・シェイクスピア,Ghost William Shakespeare,999,159,999,597,20,9,57,34,2624/2624/3005,1107,831.png
FALSE,832,Ghost Anne Bonny,ゴースト・アン・ボニー,Ghost Anne Bonny,948,55,317,162,45,8,45,22,2422/2382/3001,1116,830.png
FALSE,833,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,624,95,377,176,30,14,52,24,2016/2016/3001,1008,423.png
FALSE,834,Ghost Wolfgang Amadeus Mozart,ゴースト・モーツァルト,Ghost Wolfgang Amadeus Mozart,771,349,374,180,27,37,38,18,2016/2422/3001,1101,441.png
FALSE,835,Ghost Uesugi Kenshin,ゴースト・上杉謙信,Ghost Uesugi Kenshin,711,97,363,163,34,14,50,22,2016/2079/3001,1114,425.png
FALSE,836,Ghost Grigori Rasputin,ゴースト・ラスプーチン,Ghost Grigori Rasputin,1251,177,83,269,53,23,10,34,2052/2052/3129,1156,475.png
FALSE,837,Ghost Grigori Rasputin,ゴースト・ラスプーチン,Ghost Grigori Rasputin,1251,177,83,269,53,23,10,34,2052/2052/3129,1156,475.png
FALSE,838,Ghost Grigori Rasputin,ゴースト・ラスプーチン,Ghost Grigori Rasputin,1251,177,83,269,53,23,10,34,2052/2052/3122,1156,475.png
FALSE,839,Ghost Zhang Fei,ゴースト・張飛,Ghost Zhang Fei,1617,311,88,176,59,34,9,18,2519/2252/3002,1006,454.png
FALSE,840,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,624,95,327,176,31,15,48,26,2016/2016/3104,1008,423.png
FALSE,841,Ghost Pyotr Tchaikovsky,ゴースト・チャイコフスキー,Ghost Pyotr Tchaikovsky,810,78,311,151,40,12,46,22,2016/2527/3104,1034,483.png
FALSE,842,Ghost Ono no Komachi,ゴースト・小野小町,Ghost Ono no Komachi,624,26,338,170,34,5,54,27,2016/2016/3001,1125,434.png
FALSE,843,Ghost Sanada Yukimura,ゴースト・真田幸村,Ghost Sanada Yukimura,1053,300,48,351,41,34,5,40,3002/2632/2632,1092,791.png
FALSE,844,Ghost Hannibal,ゴースト・ハンニバル,Ghost Hannibal,744,116,304,346,30,14,36,40,2079/2079/3001,1164,844.png
FALSE,845,Ghost Blackbeard,ゴースト・黒髭,Ghost Blackbeard,828,243,110,235,39,34,15,32,2519/2578/3114,1127,506.png
FALSE,846,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,825,67,274,248,39,9,38,34,3004/2656/2028,1065,424.png
FALSE,847,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,708,95,344,189,33,14,47,26,3004/2570/2028,1008,423.png
FALSE,848,Ghost Takeda Shingen,ゴースト・武田信玄,Ghost Takeda Shingen,1203,194,97,222,53,26,12,29,2519/2252/3123,1078,519.png
FALSE,849,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,1197,299,51,165,53,40,6,21,2470/2414/3123,1126,436.png
FALSE,850,Ghost Nikola Tesla,ゴースト・ニコラ・テスラ,Ghost Nikola Tesla,1029,280,62,229,46,36,8,30,2696/2414/3123,1146,560.png
FALSE,851,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,924,117,266,173,43,17,36,24,3003/2554/2578,1008,423.png
FALSE,852,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,837,67,290,228,39,10,40,31,3003/2336/2028,1065,424.png
FALSE,853,Ghost Grigori Rasputin,ゴースト・ラスプーチン,Ghost Grigori Rasputin,936,77,238,237,44,11,33,32,3004/2527/2028,1156,475.png
FALSE,854,Ghost Billy the Kid,ゴースト・ビリー・ザ・キッド,Ghost Billy the Kid,954,94,350,265,38,11,41,30,2300/2324/3001,1011,487.png
FALSE,855,Ghost Billy the Kid,ゴースト・ビリー・ザ・キッド,Ghost Billy the Kid,957,92,363,268,37,11,42,30,2300/2324/3001,1011,487.png
FALSE,856,Ghost Billy the Kid,ゴースト・ビリー・ザ・キッド,Ghost Billy the Kid,954,82,353,263,38,10,41,31,2300/2324/3001,1011,487.png
FALSE,857,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,894,282,68,216,42,40,9,29,2594/2414/3002,1126,436.png
FALSE,858,Ghost Abraham Lincoln,ゴースト・エイブラハム・リンカーン,Ghost Abraham Lincoln,747,82,310,219,35,12,43,30,2422/2016/3001,1118,505.png
FALSE,859,Ghost Soji Okita,ゴースト・沖田総司,Ghost Soji Okita,855,318,88,223,38,42,11,29,2696/2252/3002,1033,437.png
FALSE,860,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,924,95,266,145,46,14,39,21,3003/2240/2091,1008,423.png
FALSE,861,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,1089,67,257,327,43,8,31,38,3003/2672/2028,1065,424.png
FALSE,862,Ghost Tokugawa Yoshinobu,ゴースト・徳川慶喜,Ghost Tokugawa Yoshinobu,954,57,277,154,48,9,41,22,3003/2632/2336,1083,422.png
FALSE,863,Ghost Lü Bu,ゴースト・呂布,Ghost Lü Bu,987,336,67,174,44,45,8,23,2004/2004/3002,1047,481.png
FALSE,864,Ghost Lü Bu,ゴースト・呂布,Ghost Lü Bu,942,322,67,207,42,43,8,27,2696/2004/3002,1047,481.png
FALSE,865,Ghost Lü Bu,ゴースト・呂布,Ghost Lü Bu,891,339,67,207,40,45,8,27,2064/2004/3002,1047,481.png
FALSE,866,Ghost Uesugi Kenshin,ゴースト・上杉謙信,Ghost Uesugi Kenshin,1242,123,207,188,54,16,26,24,3003/2336/4083,1114,425.png
FALSE,867,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,570,67,324,333,25,9,43,43,3003/2028/2632,1065,424.png
FALSE,868,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,873,95,351,195,38,12,45,25,3003/2091/4091,1008,423.png
FALSE,869,Ghost Masamune Date,ゴースト・伊達政宗,Ghost Masamune Date,1056,307,544,428,26,23,40,31,2064/2064/3001,1014,486.png
FALSE,870,Ghost Saigō Takamori,ゴースト・西郷隆盛,Ghost Saigō Takamori,909,331,286,154,34,37,32,17,2336/4086/3008,1140,573.png
FALSE,871,Ghost Saigō Takamori,ゴースト・西郷隆盛,Ghost Saigō Takamori,909,121,376,164,38,16,46,20,2422/2578/3003,1140,573.png
FALSE,872,Ghost Blackbeard,ゴースト・黒髭,Ghost Blackbeard,945,271,55,273,42,36,7,35,2519/2454/3114,1127,506.png
FALSE,873,Ghost Grigori Rasputin,ゴースト・ラスプーチン,Ghost Grigori Rasputin,924,77,83,346,46,11,12,51,2656/2632/3114,1156,475.png
FALSE,874,Ghost Kaishu Katsu,ゴースト・勝海舟,Ghost Kaishu Katsu,987,112,329,244,39,14,39,28,3004/2028/2028,1010,489.png
FALSE,875,Ghost Uesugi Kenshin,ゴースト・上杉謙信,Ghost Uesugi Kenshin,1059,97,321,211,44,12,39,25,4088/2422/3001,1114,425.png
FALSE,876,Ghost Abraham Lincoln,ゴースト・エイブラハム・リンカーン,Ghost Abraham Lincoln,699,82,384,183,32,12,52,24,4088/2079/3001,1118,505.png
FALSE,877,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,624,95,368,207,29,13,50,28,4088/2016/3001,1008,423.png
FALSE,878,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,723,95,383,145,34,13,53,20,2079/2168/3125,1008,423.png
FALSE,879,Ghost Blackbeard,ゴースト・黒髭,Ghost Blackbeard,744,254,155,307,31,32,19,38,2519/2696/3007,1127,506.png
FALSE,880,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,747,288,151,276,31,36,19,34,2519/2519/3002,1126,436.png
FALSE,881,Ghost SATOSHI・NAKAMOTO OMEGA CC,ゴースト・サトシ・ナカモト OMEGA CC,Ghost SATOSHI・NAKAMOTO OMEGA CC,897,339,48,228,40,45,6,29,2454/2632/3129,1120,498.png
FALSE,882,Ghost SATOSHI・NAKAMOTO OMEGA CC,ゴースト・サトシ・ナカモト OMEGA CC,Ghost SATOSHI・NAKAMOTO OMEGA CC,897,339,48,228,40,45,6,29,2454/2632/3129,1120,498.png
FALSE,883,Ghost Han Xin,ゴースト・韓信,Ghost Han Xin,1248,427,92,215,44,45,9,22,2647/2647/3123,1142,492.png
FALSE,884,Ghost Jean-Henri Fabre,ゴースト・ファーブル,Ghost Jean-Henri Fabre,678,385,338,265,23,38,33,26,2570/2632/3127,1154,497.png
FALSE,885,Ghost Astro boy,ゴースト・鉄腕アトム,Ghost Astro boy,1077,303,80,168,48,40,10,22,2696/2004/3114,1148,885.png
FALSE,886,Ghost Lancelot,ゴースト・ランスロット,Ghost Lancelot,1512,120,82,208,67,16,10,27,2656/2454/3114,1155,460.png
FALSE,887,Ghost Florence Nightingale,ゴースト・ナイチンゲール,Ghost Florence Nightingale,1218,555,333,220,33,44,26,17,2656/2632/3008,1007,495.png
FALSE,888,Ghost Tomoe Gozen,ゴースト・巴御前,Ghost Tomoe Gozen,1029,481,349,239,30,41,29,20,2156/3114/2593,1067,485.png
FALSE,889,Ghost Tomoe Gozen,ゴースト・巴御前,Ghost Tomoe Gozen,1029,481,349,239,30,41,29,20,2115/3114/2156,1067,485.png
FALSE,890,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,951,326,71,234,41,42,8,29,2519/2252/3002,1126,436.png
FALSE,891,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,948,341,81,221,40,43,10,27,2519/2252/3002,1126,436.png
FALSE,892,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,948,320,91,221,40,41,12,27,2519/2252/3002,1126,436.png
FALSE,893,Ghost Xiang Yu,ゴースト・項羽,Ghost Xiang Yu,951,417,71,175,39,52,8,21,4086/4086/3120,1168,893.png
FALSE,894,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,981,105,346,200,41,13,42,24,2126/4080/3122,1030,427.png
FALSE,895,Ghost Hokusai,ゴースト・葛飾北斎,Ghost Hokusai,936,52,409,207,39,6,50,25,4077/4077/3122,1167,895.png
FALSE,896,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,888,119,427,138,37,15,52,16,2569/2569/3125,1055,448.png
FALSE,897,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,888,119,427,138,37,15,52,16,2569/2569/3125,1055,448.png
FALSE,898,Ghost Brunhild,ゴースト・ブリュンヒルド,Ghost Brunhild,900,319,71,210,40,43,10,27,2593/2413/3002,1134,473.png
FALSE,899,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,1149,254,88,281,46,31,10,33,2051/2719/3130,1113,459.png
FALSE,900,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,831,371,89,243,34,46,11,29,3129/2687/2561,1151,426.png
FALSE,901,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,567,67,290,282,28,10,42,40,2179/2027/3008,1030,427.png
FALSE,902,Ghost Abe no Seimei,ゴースト・安倍晴明,Ghost Abe no Seimei,1341,94,218,221,55,12,26,27,2631/2631/3008,1136,428.png
FALSE,903,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,1134,93,363,144,47,12,44,17,3125/2335/2577,1030,427.png
FALSE,904,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,939,363,62,242,39,45,7,29,3127/2687/2469,1113,459.png
FALSE,905,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,783,223,449,297,26,22,44,28,2015/2167/3104,1111,463.png
FALSE,906,Ghost Qin Shi Huang,ゴースト・始皇帝,Ghost Qin Shi Huang,1170,62,326,152,51,8,42,19,2078/2421/3104,1112,468.png
FALSE,907,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,864,67,345,150,41,10,48,21,3104/2015/2239,1065,424.png
FALSE,908,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,1068,281,62,281,44,35,7,34,2518/3129/2039,1113,459.png
FALSE,909,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,906,93,364,219,38,12,44,26,3125/2027/2577,1030,427.png
FALSE,910,Ghost Ryoma Sakamoto,ゴースト・坂本龍馬,Ghost Ryoma Sakamoto,1029,104,263,270,42,13,32,33,2639/2453/3008,1028,453.png
FALSE,911,Ghost Ono no Komachi,ゴースト・小野小町,Ghost Ono no Komachi,1041,52,356,181,45,7,45,23,2631/2577/3001,1125,434.png
FALSE,912,Ghost Liu Bei,ゴースト・劉備,Ghost Liu Bei,834,249,242,211,35,31,29,25,2623/3127/2719,1029,455.png
FALSE,913,Ghost Johann Sebastian Bach,ゴースト・バッハ,Ghost Johann Sebastian Bach,942,92,312,262,39,11,38,32,3125/2381/2671,1057,440.png
FALSE,914,Ghost Xiang Yu,ゴースト・項羽,Ghost Xiang Yu,1182,239,71,276,49,30,8,33,2453/2687/3130,1168,893.png
FALSE,915,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,1014,246,89,307,42,31,10,37,3129/2518/2039,1151,426.png
FALSE,916,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,1095,67,289,257,45,9,35,31,2335/3127/2179,1030,427.png
FALSE,917,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,942,382,165,219,35,43,18,24,3129/2155/2719,1151,426.png
FALSE,918,Ghost Abe no Seimei,ゴースト・安倍晴明,Ghost Abe no Seimei,969,94,206,207,47,14,30,29,2453/2671/3008,1136,428.png
FALSE,919,Ghost Ryoma Sakamoto,ゴースト・坂本龍馬,Ghost Ryoma Sakamoto,858,130,295,219,37,17,38,28,3004/2027/2577,1028,453.png
FALSE,920,Ghost Ryoma Sakamoto,ゴースト・坂本龍馬,Ghost Ryoma Sakamoto,1086,130,294,194,45,16,36,23,3003/2577/2335,1028,453.png
FALSE,921,Ghost Napoleon Bonaparte,ゴースト・ナポレオン・ボナパルト,Ghost Napoleon Bonaparte,798,305,532,251,24,27,47,22,3104/2027/2381,1002,445.png
FALSE,922,Ghost Brunhild,ゴースト・ブリュンヒルド,Ghost Brunhild,750,319,71,210,36,45,10,29,2593/2413/3103,1134,473.png
FALSE,923,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,1242,270,89,207,51,34,10,25,2039/3002/2373,1151,426.png
FALSE,924,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,843,331,112,256,35,41,13,31,2003/2601/3002,1113,459.png
FALSE,925,Ghost Xiang Yu,ゴースト・項羽,Ghost Xiang Yu,1140,296,71,234,47,37,8,28,2469/3002/2251,1168,893.png
FALSE,926,Ghost Grigori Rasputin,ゴースト・ラスプーチン,Ghost Grigori Rasputin,915,177,309,209,37,21,37,25,2015/2078/3122,1156,475.png
FALSE,927,Ghost Leonardo da Vinci,ゴースト・レオナルド・ダ・ビンチ,Ghost Leonardo da Vinci,981,196,403,205,35,21,43,21,2015/2015/3122,1005,464.png
FALSE,928,Ghost Grigori Rasputin,ゴースト・ラスプーチン,Ghost Grigori Rasputin,915,177,309,209,37,21,37,25,2015/2078/3122,1156,475.png
FALSE,929,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,867,117,327,245,36,14,40,30,2090/2027/3008,1030,427.png
FALSE,930,Ghost Nobunaga Oda,ゴースト・織田信長,Ghost Nobunaga Oda,873,399,96,218,35,48,11,26,2518/2003/3002,1001,450.png
FALSE,931,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,957,380,62,219,40,47,7,26,2063/2373/3114,1113,459.png
FALSE,932,Ghost Hokusai,ゴースト・葛飾北斎,Ghost Hokusai,1158,52,294,248,48,7,35,30,2655/2381/3008,1167,895.png
FALSE,933,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,942,382,115,169,39,47,14,20,3129/2003/2719,1151,426.png
FALSE,934,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,870,93,288,207,40,13,39,28,2631/3008/2577,1030,427.png
FALSE,935,Ghost Consort Yu,ゴースト・虞美人,Ghost Consort Yu,912,381,114,181,38,47,13,22,2469/3129/2687,1150,466.png
FALSE,936,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,846,117,301,250,36,15,38,31,2671/3004/2639,1065,424.png
FALSE,937,Ghost Hokusai,ゴースト・葛飾北斎,Ghost Hokusai,1245,52,319,194,51,7,39,23,2631/3008/2526,1167,895.png
FALSE,938,Ghost Genghis Khan,ゴースト・チンギス・ハン,Ghost Genghis Khan,816,420,71,267,32,49,8,31,2469/2413/3123,1058,451.png
FALSE,939,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,789,377,89,251,33,47,10,30,2695/2413/3123,1151,426.png
FALSE,940,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,900,363,62,255,37,45,7,31,2469/2413/3123,1113,459.png
FALSE,941,Ghost George Washington,ゴースト・ジョージ・ワシントン,Ghost George Washington,891,120,304,260,37,15,37,31,3125/2671/2027,1004,452.png
FALSE,942,Ghost Charles the Great,ゴースト・カール大帝,Ghost Charles the Great,906,158,362,158,37,20,44,19,2577/3004/2526,1084,443.png
FALSE,943,Ghost Abe no Seimei,ゴースト・安倍晴明,Ghost Abe no Seimei,1182,120,280,186,49,15,34,22,2655/3125/2577,1136,428.png
FALSE,944,Ghost Cao Cao,ゴースト・曹操,Ghost Cao Cao,1014,334,129,180,42,41,15,22,2687/2003/3002,1003,467.png
FALSE,945,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,981,67,327,257,41,8,40,31,2335/2027/3004,1030,427.png
FALSE,946,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,783,337,123,259,32,42,15,31,2518/2063/3002,1111,463.png
FALSE,947,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,714,255,125,262,33,35,17,35,2623/2453/3129,1113,459.png
FALSE,948,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,885,378,89,218,37,47,10,26,3129/2687/2469,1151,426.png
FALSE,949,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,756,93,364,219,33,12,47,28,3004/2027/2577,1030,427.png
FALSE,950,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,861,374,151,188,35,45,18,22,2003/2063/3002,1126,436.png
FALSE,951,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,1134,93,313,194,47,12,38,23,2335/2577/3008,1030,427.png
FALSE,952,Ghost King Arthur,ゴースト・アーサー王,Ghost King Arthur,915,439,163,223,33,47,17,23,3126/2003/2695,1026,461.png
FALSE,953,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,888,119,377,188,37,14,46,23,2569/2569/3125,1055,448.png
FALSE,954,Ghost Consort Yu,ゴースト・虞美人,Ghost Consort Yu,852,363,114,218,35,45,14,26,2663/2663/3126,1150,466.png
FALSE,955,Ghost Consort Yu,ゴースト・虞美人,Ghost Consort Yu,852,364,113,219,35,45,14,26,2663/2663/3127,1150,466.png
FALSE,956,Ghost George Washington,ゴースト・ジョージ・ワシントン,Ghost George Washington,1137,146,202,254,47,18,24,31,3125/2631/2577,1004,452.png
FALSE,957,Ghost Kaishu Katsu,ゴースト・勝海舟,Ghost Kaishu Katsu,897,112,289,250,38,15,36,31,3003/2671/2639,1010,489.png
FALSE,958,Ghost George Washington,ゴースト・ジョージ・ワシントン,Ghost George Washington,987,182,241,229,41,22,29,28,2090/2719/3008,1004,452.png
FALSE,959,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,804,343,151,238,33,41,18,28,2518/2695/3002,1126,436.png
FALSE,960,Ghost Brunhild,ゴースト・ブリュンヒルド,Ghost Brunhild,750,319,171,260,30,39,20,31,2593/2413/3002,1134,473.png
FALSE,961,Ghost Tutankhamun,ゴースト・ツタンカーメン,Ghost Tutankhamun,894,343,191,248,34,38,21,27,2695/2561/3002,1135,500.png
FALSE,962,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,924,345,115,212,38,43,14,25,3129/2687/2719,1151,426.png
FALSE,963,Ghost Nobunaga Oda,ゴースト・織田信長,Ghost Nobunaga Oda,1098,399,96,243,40,44,10,26,3129/2039/2601,1001,450.png
FALSE,964,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,981,67,351,234,41,8,43,28,3125/2335/2534,1030,427.png
FALSE,965,Ghost Cao Cao,ゴースト・曹操,Ghost Cao Cao,1146,333,129,187,45,39,15,21,2155/2373/3002,1003,467.png
FALSE,966,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,867,130,277,234,38,17,35,30,2623/2179/3001,1030,427.png
FALSE,967,Ghost Xiang Yu,ゴースト・項羽,Ghost Xiang Yu,915,314,71,240,40,41,9,30,2143/2601/3002,1168,893.png
FALSE,968,Ghost Xiang Yu,ゴースト・項羽,Ghost Xiang Yu,915,315,71,289,38,39,8,35,2413/2413/3123,1168,893.png
FALSE,969,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,957,332,62,267,40,41,7,32,2469/2469/3123,1113,459.png
FALSE,970,Ghost Xiang Yu,ゴースト・項羽,Ghost Xiang Yu,915,333,71,271,38,41,8,33,2695/2413/3123,1168,893.png
